    #index           Reference          Calculated         Polynomials    Electrostatics (Permanent + Induced)    
      3175      2.90000000e-02     -2.53406281e-01     -2.79628586e-01                          2.62223047e-02    
      3176     -9.00000000e-03      1.64348893e-03      1.16690910e-02                         -1.00256020e-02    
      3177      1.60000000e-01     -1.70988137e-01     -2.03355730e-01                          3.23675927e-02    
      3178      2.88000000e-01      2.42116946e-01      1.15926032e-01                          1.26190914e-01    
      3179      2.10000000e-02      3.75707434e-02      1.91110074e-02                          1.84597359e-02    
      3180     -2.70000000e-02      1.77739027e-02      3.97873435e-02                         -2.20134408e-02    
      3181     -2.30000000e-02      3.42117611e-02      5.96300533e-02                         -2.54182922e-02    
      3182      1.10000000e-02      1.44781497e-01      1.38699351e-01                          6.08214537e-03    
      3183      1.00000000e-01     -1.36110724e-01     -1.75787096e-01                          3.96763711e-02    
      3184      3.58000000e-01      4.60998184e-01      2.29312057e-01                          2.31686127e-01    
      3185      6.00000000e-03     -1.93537751e-02     -9.27006813e-03                         -1.00837070e-02    
      3186      3.10000000e-02     -2.85569339e-01     -3.23445307e-01                          3.78759677e-02    
      3187      1.14000000e-01     -1.10079705e-01     -5.87386169e-02                         -5.13410884e-02    
      3188     -3.00000000e-03      5.04283338e-02      6.99366562e-02                         -1.95083223e-02    
      3189     -1.41000000e-01     -9.16119050e-02     -3.38344711e-02                         -5.77774339e-02    
      3190      1.30000000e-02      1.08111642e-01      1.01114007e-01                          6.99763418e-03    
      3191      1.32000000e-01      2.57101547e-01      2.13214876e-01                          4.38866714e-02    
      3192     -1.80000000e-02     -1.00103965e-01     -2.15867487e-01                          1.15763522e-01    
      3193     -9.70000000e-02     -3.05648476e-01     -2.66001164e-01                         -3.96473114e-02    
      3194     -1.60000000e-02     -9.64740032e-02     -4.88594072e-02                         -4.76145960e-02    
      3195      3.37000000e-01      1.25861202e+00      1.13064029e+00                          1.27971730e-01    
      3196     -3.40000000e-02     -5.16200261e-02     -4.13503652e-02                         -1.02696609e-02    
      3197      2.80000000e-02     -3.52912393e-01     -3.59313529e-01                          6.40113633e-03    
      3198     -1.13000000e-01     -1.01400084e-01      1.49520512e-02                         -1.16352135e-01    
      3199      2.50000000e-02     -3.75310419e-01     -3.63483818e-01                         -1.18266011e-02    
      3200      3.10000000e-02      9.38739516e-02      1.01830280e-01                         -7.95632867e-03    
      3201      3.70000000e-02      4.73500430e-02      3.80457915e-02                          9.30425147e-03    
      3202      6.00000000e-02     -3.61454579e-02      1.22637386e-01                         -1.58782844e-01    
      3203      2.12000000e-01      7.34775970e-02     -3.98106881e-02                          1.13288285e-01    
      3204     -1.25000000e-01     -3.27649517e-01     -2.37538888e-01                         -9.01106290e-02    
      3205     -1.21000000e-01      1.01572300e-01      1.88587206e-01                         -8.70149057e-02    
      3206      3.10000000e-02      8.73899765e-02      8.63389896e-02                          1.05098692e-03    
      3207     -2.27000000e-01     -4.37537442e-01     -3.64966673e-01                         -7.25707696e-02    
      3208     -6.90000000e-02      9.63031744e-02      1.31028201e-01                         -3.47250268e-02    
      3209     -5.60000000e-02     -1.02164959e-01     -5.41997290e-02                         -4.79652304e-02    
      3210     -1.00000000e-03      8.68619184e-03      2.83776511e-02                         -1.96914593e-02    
      3211      2.90000000e-02     -5.85663063e-03      2.46039322e-03                         -8.31702385e-03    
      3212     -3.60000000e-02     -2.98194326e-01     -2.57127065e-01                         -4.10672612e-02    
      3213      1.20000000e-02      1.09183941e-01      1.20298804e-01                         -1.11148629e-02    
      3214     -1.63000000e-01     -8.36616891e-02      7.27410233e-02                         -1.56402712e-01    
      3215     -2.90000000e-02      9.94127849e-02      1.22417422e-01                         -2.30046373e-02    
      3216     -1.13000000e-01     -1.17096846e-01     -5.94937348e-02                         -5.76031109e-02    
      3217      3.60000000e-02      1.25816418e-01      1.39406192e-01                         -1.35897741e-02    
      3218      5.80000000e-02     -4.14658197e-02     -6.77226884e-02                          2.62568687e-02    
      3219      1.01000000e-01      9.89752165e-02      4.80740004e-02                          5.09012161e-02    
      3220      4.20000000e-02      2.50278976e-01      2.19623056e-01                          3.06559200e-02    
      3221      6.90000000e-02     -7.28943271e-03     -4.17845599e-02                          3.44951272e-02    
      3222      0.00000000e+00      3.24682504e-03      1.01580463e-02                         -6.91122126e-03    
      3223     -2.20000000e-02      1.72583795e-01      2.02157131e-01                         -2.95733363e-02    
      3224     -4.00000000e-03      1.63494131e-01      1.65180330e-01                         -1.68619899e-03    
      3225      8.00000000e-03     -1.06331607e-02     -1.17832143e-02                          1.15005361e-03    
      3226     -2.80000000e-02     -1.14754624e-02      5.87863319e-03                         -1.73540956e-02    
      3227     -9.30000000e-02     -1.85976514e-01     -1.42927780e-01                         -4.30487338e-02    
      3228     -2.10000000e-02      1.35081484e-01      1.35939677e-01                         -8.58192861e-04    
      3229     -1.30000000e-02     -2.72399575e-02     -1.32438874e-02                         -1.39960700e-02    
      3230     -5.00000000e-02     -2.17588938e-01     -1.57445820e-01                         -6.01431184e-02    
      3231      1.23000000e-01     -6.31240394e-02     -1.47860798e-01                          8.47367590e-02    
      3232      8.90000000e-02      1.58345679e-03     -4.85503961e-02                          5.01338529e-02    
      3233      2.70000000e-02      7.78636689e-02      5.98808557e-02                          1.79828131e-02    
      3234      3.30000000e-02     -5.20496859e-02     -3.50233219e-02                         -1.70263640e-02    
      3235      9.90000000e-02     -1.37633618e-01     -1.80131218e-01                          4.24975998e-02    
      3236     -1.00000000e-03      1.02983991e-01      8.95503122e-02                          1.34336786e-02    
      3237      6.80000000e-02     -4.61250494e-02     -7.49755573e-02                          2.88505080e-02    
      3238      3.90000000e-02      3.72458521e-01      3.28968140e-01                          4.34903804e-02    
      3239      7.90000000e-02      2.84577373e-02     -3.98201704e-03                          3.24397543e-02    
      3240     -7.50000000e-02      3.90474653e-01      4.01597906e-01                         -1.11232525e-02    
      3241      5.80000000e-02      1.28610383e-01      8.67328081e-02                          4.18775752e-02    
      3242      1.24000000e-01      3.15971014e-01      2.34721780e-01                          8.12492337e-02    
      3243     -9.20000000e-02     -1.78436133e-01     -9.37547626e-02                         -8.46813707e-02    
      3244      4.30000000e-02     -2.56378175e-01     -2.56828813e-01                          4.50638280e-04    
      3245      8.60000000e-02     -6.72088801e-02     -1.25772357e-01                          5.85634765e-02    
      3246     -6.80000000e-02      3.38815666e-02      8.42032721e-02                         -5.03217055e-02    
      3247      2.70000000e-02      7.18142179e-02      7.24056028e-02                         -5.91384913e-04    
